Vehicle_ID,EV_Brand,Model,Vehicle_Type,Battery_Capacity_kWh,Manufacturing_Year,Customer_ID
V01316,Bajaj,Chetak,Scooter,3.2,2023,CU01316
V01317,JBM,ECOLIFE Bus,Bus,300.0,2022,CU01317
V01318,Ola Electric,S1 Pro,Scooter,4.0,2025,CU01318
V01319,TVS,iQube,Scooter,3.4,2023,CU01319
V01320,Hyundai,Ioniq 5,SUV,72.0,2024,CU01320
V01321,TVS,iQube,Scooter,3.4,2022,CU01321
V01322,MG,Comet EV,Car,17.0,2023,CU01322
V01323,Bajaj,Chetak,Scooter,3.2,2022,CU01323
V01324,Bajaj,Chetak,Scooter,3.2,2023,CU01324
V01325,Kia,EV6,SUV,77.0,2022,CU01325
V01326,MG,Comet EV,Car,17.0,2022,CU01326
V01327,MG,Windsor EV,Car,38.0,2024,CU01327
V01328,Ather,Rizta,Scooter,3.7,2023,CU01328
V01329,Mahindra,XEV 9e,SUV,79.0,2023,CU01329
V01330,TVS,iQube,Scooter,3.4,2025,CU01330
V01331,Bajaj,Chetak,Scooter,3.2,2024,CU01331
V01332,Ather,Rizta,Scooter,3.7,2025,CU01332
V01333,MG,Windsor EV,Car,38.0,2023,CU01333
V01334,Hero MotoCorp,Vida V1,Scooter,3.9,2024,CU01334
V01335,Tata,Punch EV,Car,35.0,2024,CU01335
V01336,Ather,450X,Scooter,4.0,2025,CU01336
V01337,Olectra,City Bus,Bus,300.0,2023,CU01337
V01338,Bajaj,Chetak,Scooter,3.2,2024,CU01338
V01339,Mahindra,XEV 9e,SUV,79.0,2024,CU01339
V01340,PMI Electro,12m Electric Bus,Bus,250.0,2023,CU01340
V01341,BYD,eMAX 7,MPV,71.0,2025,CU01341
V01342,BYD,eMAX 7,MPV,71.0,2023,CU01342
V01343,Hero MotoCorp,Vida V1,Scooter,3.9,2023,CU01343
V01344,Hyundai,Kona Electric,SUV,39.0,2022,CU01344
V01345,Mahindra,XEV 9e,SUV,79.0,2025,CU01345
V01346,Bajaj,Chetak,Scooter,3.2,2022,CU01346
V01347,PMI Electro,12m Electric Bus,Bus,250.0,2024,CU01347
V01348,Bajaj,Chetak,Scooter,3.2,2024,CU01348
V01349,PMI Electro,12m Electric Bus,Bus,250.0,2022,CU01349
V01350,PMI Electro,12m Electric Bus,Bus,250.0,2024,CU01350
V01351,Hyundai,Ioniq 5,SUV,72.0,2024,CU01351
V01352,Olectra,City Bus,Bus,300.0,2024,CU01352
V01353,Bajaj,Chetak,Scooter,3.2,2024,CU01353
V01354,Tata,Punch EV,Car,35.0,2025,CU01354
V01355,Mahindra,BE 6,SUV,59.0,2025,CU01355
V01356,PMI Electro,12m Electric Bus,Bus,250.0,2024,CU01356
V01357,PMI Electro,12m Electric Bus,Bus,250.0,2024,CU01357
V01358,Mahindra,XEV 9e,SUV,79.0,2023,CU01358
V01359,BYD,eMAX 7,MPV,71.0,2025,CU01359
V01360,Bajaj,Chetak,Scooter,3.2,2025,CU01360
V01361,Kia,EV9,SUV,99.0,2023,CU01361
V01362,Olectra,City Bus,Bus,300.0,2025,CU01362
V01363,Hero MotoCorp,Vida V1,Scooter,3.9,2024,CU01363
V01364,Tata,Nexon EV,Car,40.0,2023,CU01364
V01365,JBM,ECOLIFE Bus,Bus,300.0,2023,CU01365
V01366,JBM,ECOLIFE Bus,Bus,300.0,2025,CU01366
V01367,Hero MotoCorp,Vida V1,Scooter,3.9,2023,CU01367
V01368,Tata,Tiago EV,Car,24.0,2023,CU01368
V01369,Ather,450X,Scooter,4.0,2023,CU01369
V01370,MG,ZS EV,SUV,50.0,2022,CU01370
V01371,PMI Electro,12m Electric Bus,Bus,250.0,2023,CU01371
V01372,JBM,ECOLIFE Bus,Bus,300.0,2023,CU01372
V01373,Ather,450X,Scooter,4.0,2022,CU01373
V01374,Mahindra,XEV 9e,SUV,79.0,2022,CU01374
V01375,Hyundai,Ioniq 5,SUV,72.0,2024,CU01375
V01376,Mahindra,XUV400,SUV,39.0,2023,CU01376
V01377,Mahindra,BE 6,SUV,59.0,2024,CU01377
V01378,Ola Electric,S1 Pro,Scooter,4.0,2024,CU01378
V01379,Bajaj,Chetak,Scooter,3.2,2025,CU01379
V01380,Bajaj,Chetak,Scooter,3.2,2023,CU01380
V01381,Mahindra,XEV 9e,SUV,79.0,2024,CU01381
V01382,Olectra,City Bus,Bus,300.0,2025,CU01382
V01383,MG,ZS EV,SUV,50.0,2023,CU01383
V01384,JBM,ECOLIFE Bus,Bus,300.0,2024,CU01384
V01385,Bajaj,Chetak,Scooter,3.2,2023,CU01385
V01386,TVS,iQube,Scooter,3.4,2024,CU01386
V01387,Hyundai,Kona Electric,SUV,39.0,2024,CU01387
V01388,PMI Electro,12m Electric Bus,Bus,250.0,2025,CU01388
V01389,JBM,ECOLIFE Bus,Bus,300.0,2022,CU01389
V01390,JBM,ECOLIFE Bus,Bus,300.0,2024,CU01390
V01391,Tata,Tiago EV,Car,24.0,2024,CU01391
V01392,BYD,Seal,Sedan,82.0,2023,CU01392
V01393,Hyundai,Ioniq 5,SUV,72.0,2024,CU01393
V01394,JBM,ECOLIFE Bus,Bus,300.0,2022,CU01394
V01395,Olectra,City Bus,Bus,300.0,2023,CU01395
V01396,Hero MotoCorp,Vida V1,Scooter,3.9,2024,CU01396
V01397,BYD,Seal,Sedan,82.0,2023,CU01397
V01398,TVS,iQube,Scooter,3.4,2025,CU01398
V01399,Hero MotoCorp,Vida V1,Scooter,3.9,2025,CU01399
V01400,Bajaj,Chetak,Scooter,3.2,2023,CU01400
V01401,Ather,Rizta,Scooter,3.7,2023,CU01401
V01402,Mahindra,BE 6,SUV,59.0,2024,CU01402
V01403,Hero MotoCorp,Vida V1,Scooter,3.9,2025,CU01403
V01404,PMI Electro,12m Electric Bus,Bus,250.0,2023,CU01404
V01405,Olectra,City Bus,Bus,300.0,2023,CU01405
V01406,JBM,ECOLIFE Bus,Bus,300.0,2022,CU01406
V01407,Mahindra,BE 6,SUV,59.0,2025,CU01407
V01408,BYD,Atto 3,SUV,60.0,2022,CU01408
V01409,Mahindra,BE 6,SUV,59.0,2025,CU01409
V01410,Tata,Tiago EV,Car,24.0,2022,CU01410
V01411,Hyundai,Ioniq 5,SUV,72.0,2025,CU01411
V01412,PMI Electro,12m Electric Bus,Bus,250.0,2023,CU01412
V01413,TVS,iQube,Scooter,3.4,2024,CU01413
V01414,Kia,EV6,SUV,77.0,2022,CU01414
V01415,Mahindra,XEV 9e,SUV,79.0,2023,CU01415
V01416,TVS,iQube,Scooter,3.4,2023,CU01416
V01417,BYD,Seal,Sedan,82.0,2023,CU01417
V01418,Mahindra,BE 6,SUV,59.0,2025,CU01418
V01419,Kia,EV6,SUV,77.0,2023,CU01419
V01420,JBM,ECOLIFE Bus,Bus,300.0,2024,CU01420
V01421,Tata,Nexon EV,Car,40.0,2023,CU01421
V01422,Hyundai,Kona Electric,SUV,39.0,2022,CU01422
V01423,PMI Electro,12m Electric Bus,Bus,250.0,2024,CU01423
V01424,Ola Electric,S1 Air,Scooter,3.0,2023,CU01424
V01425,Ather,Rizta,Scooter,3.7,2023,CU01425
V01426,Olectra,City Bus,Bus,300.0,2025,CU01426
V01427,TVS,iQube,Scooter,3.4,2022,CU01427
V01428,Hero MotoCorp,Vida V1,Scooter,3.9,2024,CU01428
V01429,Mahindra,BE 6,SUV,59.0,2023,CU01429
V01430,JBM,ECOLIFE Bus,Bus,300.0,2025,CU01430
V01431,Tata,Nexon EV,Car,40.0,2024,CU01431
V01432,PMI Electro,12m Electric Bus,Bus,250.0,2022,CU01432
V01433,Bajaj,Chetak,Scooter,3.2,2023,CU01433
V01434,Kia,EV6,SUV,77.0,2024,CU01434
V01435,Olectra,City Bus,Bus,300.0,2023,CU01435
V01436,JBM,ECOLIFE Bus,Bus,300.0,2022,CU01436
V01437,Kia,EV9,SUV,99.0,2022,CU01437
V01438,PMI Electro,12m Electric Bus,Bus,250.0,2023,CU01438
V01439,JBM,ECOLIFE Bus,Bus,300.0,2024,CU01439
V01440,Olectra,City Bus,Bus,300.0,2024,CU01440
V01441,TVS,iQube,Scooter,3.4,2022,CU01441
V01442,Olectra,City Bus,Bus,300.0,2025,CU01442
V01443,Olectra,City Bus,Bus,300.0,2025,CU01443
V01444,Kia,EV6,SUV,77.0,2022,CU01444
V01445,Tata,Curvv EV,SUV,55.0,2024,CU01445
V01446,Bajaj,Chetak,Scooter,3.2,2024,CU01446
V01447,Bajaj,Chetak,Scooter,3.2,2023,CU01447
V01448,Bajaj,Chetak,Scooter,3.2,2022,CU01448
V01449,Hero MotoCorp,Vida V1,Scooter,3.9,2025,CU01449
V01450,Tata,Curvv EV,SUV,55.0,2025,CU01450
V01451,Hero MotoCorp,Vida V1,Scooter,3.9,2023,CU01451
V01452,Hyundai,Ioniq 5,SUV,72.0,2023,CU01452
V01453,Olectra,City Bus,Bus,300.0,2023,CU01453
V01454,MG,ZS EV,SUV,50.0,2023,CU01454
V01455,JBM,ECOLIFE Bus,Bus,300.0,2025,CU01455
V01456,Ola Electric,S1 Pro,Scooter,4.0,2024,CU01456
V01457,TVS,iQube,Scooter,3.4,2023,CU01457
V01458,Kia,EV9,SUV,99.0,2025,CU01458
V01459,MG,ZS EV,SUV,50.0,2022,CU01459
V01460,Tata,Punch EV,Car,35.0,2023,CU01460
V01461,Mahindra,XUV400,SUV,39.0,2022,CU01461
V01462,Kia,EV9,SUV,99.0,2023,CU01462
V01463,Ather,450X,Scooter,4.0,2022,CU01463
V01464,Hero MotoCorp,Vida V1,Scooter,3.9,2024,CU01464
V01465,Ather,450X,Scooter,4.0,2025,CU01465
V01466,MG,Windsor EV,Car,38.0,2025,CU01466
V01467,PMI Electro,12m Electric Bus,Bus,250.0,2023,CU01467
V01468,Hyundai,Kona Electric,SUV,39.0,2025,CU01468
V01469,Tata,Tiago EV,Car,24.0,2024,CU01469
V01470,Hyundai,Ioniq 5,SUV,72.0,2025,CU01470
V01471,Hyundai,Kona Electric,SUV,39.0,2022,CU01471
V01472,Ola Electric,S1 Air,Scooter,3.0,2025,CU01472
V01473,TVS,iQube,Scooter,3.4,2024,CU01473
V01474,BYD,eMAX 7,MPV,71.0,2024,CU01474
V01475,Ather,450X,Scooter,4.0,2023,CU01475
V01476,Ather,Rizta,Scooter,3.7,2022,CU01476
V01477,BYD,Seal,Sedan,82.0,2022,CU01477
V01478,Hyundai,Kona Electric,SUV,39.0,2022,CU01478
V01479,PMI Electro,12m Electric Bus,Bus,250.0,2022,CU01479
V01480,Kia,EV6,SUV,77.0,2022,CU01480
V01481,Mahindra,XEV 9e,SUV,79.0,2025,CU01481
V01482,Ather,Rizta,Scooter,3.7,2022,CU01482
V01483,Kia,EV9,SUV,99.0,2025,CU01483
V01484,PMI Electro,12m Electric Bus,Bus,250.0,2025,CU01484
V01485,Hero MotoCorp,Vida V1,Scooter,3.9,2023,CU01485
V01486,PMI Electro,12m Electric Bus,Bus,250.0,2022,CU01486
V01487,BYD,Seal,Sedan,82.0,2023,CU01487
V01488,Ather,Rizta,Scooter,3.7,2025,CU01488
V01489,Bajaj,Chetak,Scooter,3.2,2024,CU01489
V01490,Ola Electric,S1 Air,Scooter,3.0,2024,CU01490
V01491,Hero MotoCorp,Vida V1,Scooter,3.9,2024,CU01491
V01492,Kia,EV6,SUV,77.0,2023,CU01492
V01493,Tata,Punch EV,Car,35.0,2025,CU01493
V01494,Kia,EV6,SUV,77.0,2022,CU01494
V01495,Mahindra,XUV400,SUV,39.0,2022,CU01495
V01496,BYD,Atto 3,SUV,60.0,2022,CU01496
V01497,BYD,eMAX 7,MPV,71.0,2023,CU01497
V01498,Hero MotoCorp,Vida V1,Scooter,3.9,2025,CU01498
V01499,Mahindra,XUV400,SUV,39.0,2025,CU01499
V01500,Olectra,City Bus,Bus,300.0,2024,CU01500
V01501,PMI Electro,12m Electric Bus,Bus,250.0,2024,CU01501
V01502,Olectra,City Bus,Bus,300.0,2022,CU01502
V01503,Olectra,City Bus,Bus,300.0,2025,CU01503
V01504,JBM,ECOLIFE Bus,Bus,300.0,2025,CU01504
V01505,Kia,EV9,SUV,99.0,2023,CU01505
V01506,Olectra,City Bus,Bus,300.0,2022,CU01506
V01507,Hyundai,Kona Electric,SUV,39.0,2024,CU01507
V01508,MG,Windsor EV,Car,38.0,2023,CU01508
V01509,MG,Comet EV,Car,17.0,2024,CU01509
V01510,Mahindra,XUV400,SUV,39.0,2023,CU01510
V01511,Olectra,City Bus,Bus,300.0,2022,CU01511
V01512,PMI Electro,12m Electric Bus,Bus,250.0,2025,CU01512
V01513,TVS,iQube,Scooter,3.4,2022,CU01513
V01514,BYD,Atto 3,SUV,60.0,2022,CU01514
V01515,Mahindra,XUV400,SUV,39.0,2023,CU01515
V01516,JBM,ECOLIFE Bus,Bus,300.0,2023,CU01516
V01517,Bajaj,Chetak,Scooter,3.2,2025,CU01517
V01518,Mahindra,BE 6,SUV,59.0,2022,CU01518
V01519,Bajaj,Chetak,Scooter,3.2,2022,CU01519
V01520,Mahindra,BE 6,SUV,59.0,2022,CU01520
V01521,Ather,Rizta,Scooter,3.7,2022,CU01521
V01522,JBM,ECOLIFE Bus,Bus,300.0,2024,CU01522
V01523,BYD,Atto 3,SUV,60.0,2025,CU01523
V01524,Tata,Tiago EV,Car,24.0,2024,CU01524
V01525,TVS,iQube,Scooter,3.4,2023,CU01525
V01526,PMI Electro,12m Electric Bus,Bus,250.0,2023,CU01526
V01527,Tata,Punch EV,Car,35.0,2024,CU01527
V01528,Hyundai,Kona Electric,SUV,39.0,2024,CU01528
V01529,Kia,EV6,SUV,77.0,2023,CU01529
V01530,Bajaj,Chetak,Scooter,3.2,2025,CU01530
V01531,Olectra,City Bus,Bus,300.0,2024,CU01531
V01532,Kia,EV9,SUV,99.0,2023,CU01532
V01533,Bajaj,Chetak,Scooter,3.2,2022,CU01533
V01534,Bajaj,Chetak,Scooter,3.2,2023,CU01534
V01535,Hyundai,Ioniq 5,SUV,72.0,2024,CU01535
V01536,Olectra,City Bus,Bus,300.0,2022,CU01536
V01537,Hero MotoCorp,Vida V1,Scooter,3.9,2023,CU01537
V01538,Kia,EV6,SUV,77.0,2022,CU01538
V01539,JBM,ECOLIFE Bus,Bus,300.0,2024,CU01539
V01540,Ola Electric,S1 Pro,Scooter,4.0,2025,CU01540
V01541,JBM,ECOLIFE Bus,Bus,300.0,2022,CU01541
V01542,Tata,Curvv EV,SUV,55.0,2023,CU01542
V01543,Tata,Tiago EV,Car,24.0,2025,CU01543
V01544,Mahindra,XEV 9e,SUV,79.0,2024,CU01544
V01545,Hyundai,Ioniq 5,SUV,72.0,2024,CU01545
V01546,Hero MotoCorp,Vida V1,Scooter,3.9,2023,CU01546
V01547,Bajaj,Chetak,Scooter,3.2,2024,CU01547
V01548,Bajaj,Chetak,Scooter,3.2,2023,CU01548
V01549,Hyundai,Ioniq 5,SUV,72.0,2022,CU01549
V01550,Hyundai,Kona Electric,SUV,39.0,2022,CU01550
V01551,Ola Electric,S1 Pro,Scooter,4.0,2024,CU01551
V01552,Hyundai,Ioniq 5,SUV,72.0,2023,CU01552
V01553,Tata,Tiago EV,Car,24.0,2022,CU01553
V01554,Ola Electric,S1 Pro,Scooter,4.0,2025,CU01554
V01555,Mahindra,XUV400,SUV,39.0,2025,CU01555
V01556,Mahindra,XEV 9e,SUV,79.0,2025,CU01556
V01557,PMI Electro,12m Electric Bus,Bus,250.0,2022,CU01557
V01558,Bajaj,Chetak,Scooter,3.2,2023,CU01558
V01559,JBM,ECOLIFE Bus,Bus,300.0,2023,CU01559
V01560,JBM,ECOLIFE Bus,Bus,300.0,2023,CU01560
V01561,Mahindra,BE 6,SUV,59.0,2022,CU01561
V01562,Olectra,City Bus,Bus,300.0,2025,CU01562
V01563,Kia,EV6,SUV,77.0,2025,CU01563
V01564,Olectra,City Bus,Bus,300.0,2025,CU01564
V01565,TVS,iQube,Scooter,3.4,2025,CU01565
V01566,PMI Electro,12m Electric Bus,Bus,250.0,2025,CU01566
V01567,BYD,Seal,Sedan,82.0,2025,CU01567
V01568,JBM,ECOLIFE Bus,Bus,300.0,2022,CU01568
V01569,BYD,Atto 3,SUV,60.0,2024,CU01569
V01570,JBM,ECOLIFE Bus,Bus,300.0,2025,CU01570
V01571,PMI Electro,12m Electric Bus,Bus,250.0,2023,CU01571
V01572,PMI Electro,12m Electric Bus,Bus,250.0,2023,CU01572
V01573,Hero MotoCorp,Vida V1,Scooter,3.9,2022,CU01573
V01574,Kia,EV6,SUV,77.0,2025,CU01574
V01575,BYD,Seal,Sedan,82.0,2024,CU01575
V01576,Ather,Rizta,Scooter,3.7,2023,CU01576
V01577,MG,Comet EV,Car,17.0,2023,CU01577
V01578,MG,Windsor EV,Car,38.0,2023,CU01578
V01579,Ola Electric,S1 Air,Scooter,3.0,2024,CU01579
V01580,Ather,Rizta,Scooter,3.7,2024,CU01580
V01581,Mahindra,BE 6,SUV,59.0,2025,CU01581
V01582,BYD,Seal,Sedan,82.0,2024,CU01582
V01583,JBM,ECOLIFE Bus,Bus,300.0,2022,CU01583
V01584,Mahindra,XEV 9e,SUV,79.0,2023,CU01584
V01585,MG,Comet EV,Car,17.0,2022,CU01585
V01586,MG,Windsor EV,Car,38.0,2024,CU01586
V01587,Tata,Nexon EV,Car,40.0,2022,CU01587
V01588,Bajaj,Chetak,Scooter,3.2,2025,CU01588
V01589,Ola Electric,S1 Air,Scooter,3.0,2022,CU01589
V01590,Kia,EV6,SUV,77.0,2023,CU01590
V01591,Hyundai,Ioniq 5,SUV,72.0,2025,CU01591
V01592,Mahindra,XUV400,SUV,39.0,2022,CU01592
V01593,Olectra,City Bus,Bus,300.0,2025,CU01593
V01594,Olectra,City Bus,Bus,300.0,2023,CU01594
V01595,Bajaj,Chetak,Scooter,3.2,2023,CU01595
V01596,Hero MotoCorp,Vida V1,Scooter,3.9,2025,CU01596
V01597,Bajaj,Chetak,Scooter,3.2,2024,CU01597
V01598,Tata,Curvv EV,SUV,55.0,2022,CU01598
V01599,JBM,ECOLIFE Bus,Bus,300.0,2022,CU01599
V01600,Mahindra,XUV400,SUV,39.0,2024,CU01600
V01601,JBM,ECOLIFE Bus,Bus,300.0,2024,CU01601
V01602,Tata,Curvv EV,SUV,55.0,2022,CU01602
V01603,BYD,eMAX 7,MPV,71.0,2024,CU01603
V01604,Ola Electric,S1 Air,Scooter,3.0,2025,CU01604
V01605,Hyundai,Ioniq 5,SUV,72.0,2022,CU01605
V01606,Bajaj,Chetak,Scooter,3.2,2023,CU01606
V01607,Hyundai,Kona Electric,SUV,39.0,2023,CU01607
V01608,Bajaj,Chetak,Scooter,3.2,2025,CU01608
V01609,PMI Electro,12m Electric Bus,Bus,250.0,2025,CU01609
V01610,Tata,Nexon EV,Car,40.0,2023,CU01610
V01611,Bajaj,Chetak,Scooter,3.2,2024,CU01611
V01612,MG,Windsor EV,Car,38.0,2022,CU01612
V01613,Ola Electric,S1 Air,Scooter,3.0,2024,CU01613
V01614,Hero MotoCorp,Vida V1,Scooter,3.9,2024,CU01614
V01615,Mahindra,XUV400,SUV,39.0,2024,CU01615
V01616,BYD,Atto 3,SUV,60.0,2022,CU01616
V01617,Ola Electric,S1 Air,Scooter,3.0,2025,CU01617
V01618,Tata,Curvv EV,SUV,55.0,2025,CU01618
V01619,Olectra,City Bus,Bus,300.0,2025,CU01619
V01620,Hyundai,Kona Electric,SUV,39.0,2024,CU01620
V01621,Olectra,City Bus,Bus,300.0,2024,CU01621
V01622,Bajaj,Chetak,Scooter,3.2,2023,CU01622
V01623,Ola Electric,S1 Air,Scooter,3.0,2024,CU01623
V01624,Tata,Punch EV,Car,35.0,2023,CU01624
V01625,Olectra,City Bus,Bus,300.0,2024,CU01625
V01626,Ola Electric,S1 Pro,Scooter,4.0,2023,CU01626
V01627,Hero MotoCorp,Vida V1,Scooter,3.9,2023,CU01627
V01628,Hyundai,Ioniq 5,SUV,72.0,2023,CU01628
V01629,Hero MotoCorp,Vida V1,Scooter,3.9,2024,CU01629
V01630,Olectra,City Bus,Bus,300.0,2024,CU01630
V01631,TVS,iQube,Scooter,3.4,2023,CU01631
V01632,PMI Electro,12m Electric Bus,Bus,250.0,2025,CU01632
V01633,Hero MotoCorp,Vida V1,Scooter,3.9,2025,CU01633
V01634,Ather,Rizta,Scooter,3.7,2023,CU01634
V01635,TVS,iQube,Scooter,3.4,2022,CU01635
V01636,Olectra,City Bus,Bus,300.0,2024,CU01636
V01637,Bajaj,Chetak,Scooter,3.2,2022,CU01637
V01638,PMI Electro,12m Electric Bus,Bus,250.0,2024,CU01638
V01639,TVS,iQube,Scooter,3.4,2022,CU01639
V01640,Olectra,City Bus,Bus,300.0,2023,CU01640
V01641,BYD,eMAX 7,MPV,71.0,2022,CU01641
V01642,Ather,450X,Scooter,4.0,2022,CU01642
V01643,Kia,EV6,SUV,77.0,2022,CU01643
V01644,PMI Electro,12m Electric Bus,Bus,250.0,2022,CU01644
V01645,Mahindra,XEV 9e,SUV,79.0,2025,CU01645
V01646,Kia,EV6,SUV,77.0,2025,CU01646
V01647,BYD,Atto 3,SUV,60.0,2025,CU01647
V01648,Hero MotoCorp,Vida V1,Scooter,3.9,2024,CU01648
V01649,Ola Electric,S1 Pro,Scooter,4.0,2023,CU01649
V01650,TVS,iQube,Scooter,3.4,2025,CU01650
V01651,Kia,EV6,SUV,77.0,2022,CU01651
V01652,Mahindra,BE 6,SUV,59.0,2025,CU01652
V01653,MG,Windsor EV,Car,38.0,2025,CU01653
V01654,Kia,EV9,SUV,99.0,2023,CU01654
V01655,TVS,iQube,Scooter,3.4,2025,CU01655
V01656,MG,Comet EV,Car,17.0,2024,CU01656
V01657,Kia,EV9,SUV,99.0,2025,CU01657
V01658,Ola Electric,S1 Air,Scooter,3.0,2022,CU01658
V01659,Hyundai,Ioniq 5,SUV,72.0,2022,CU01659
V01660,MG,ZS EV,SUV,50.0,2023,CU01660
V01661,Ola Electric,S1 Pro,Scooter,4.0,2022,CU01661
V01662,TVS,iQube,Scooter,3.4,2024,CU01662
V01663,TVS,iQube,Scooter,3.4,2024,CU01663
V01664,Hyundai,Kona Electric,SUV,39.0,2024,CU01664
V01665,Hyundai,Ioniq 5,SUV,72.0,2024,CU01665
V01666,BYD,eMAX 7,MPV,71.0,2022,CU01666
V01667,BYD,eMAX 7,MPV,71.0,2023,CU01667
V01668,PMI Electro,12m Electric Bus,Bus,250.0,2022,CU01668
V01669,Hero MotoCorp,Vida V1,Scooter,3.9,2024,CU01669
V01670,Ather,Rizta,Scooter,3.7,2024,CU01670
V01671,Ather,Rizta,Scooter,3.7,2025,CU01671
V01672,PMI Electro,12m Electric Bus,Bus,250.0,2022,CU01672
V01673,Hero MotoCorp,Vida V1,Scooter,3.9,2023,CU01673
V01674,Hyundai,Ioniq 5,SUV,72.0,2025,CU01674
V01675,Ola Electric,S1 Pro,Scooter,4.0,2023,CU01675
V01676,Olectra,City Bus,Bus,300.0,2022,CU01676
V01677,Ola Electric,S1 Pro,Scooter,4.0,2024,CU01677
V01678,PMI Electro,12m Electric Bus,Bus,250.0,2022,CU01678
V01679,Hyundai,Ioniq 5,SUV,72.0,2024,CU01679
V01680,Tata,Punch EV,Car,35.0,2025,CU01680
V01681,Tata,Nexon EV,Car,40.0,2023,CU01681
V01682,Kia,EV9,SUV,99.0,2023,CU01682
V01683,Bajaj,Chetak,Scooter,3.2,2025,CU01683
V01684,BYD,Atto 3,SUV,60.0,2023,CU01684
V01685,Tata,Tiago EV,Car,24.0,2022,CU01685
V01686,Kia,EV6,SUV,77.0,2023,CU01686
V01687,PMI Electro,12m Electric Bus,Bus,250.0,2023,CU01687
V01688,Tata,Tiago EV,Car,24.0,2022,CU01688
V01689,PMI Electro,12m Electric Bus,Bus,250.0,2022,CU01689
V01690,PMI Electro,12m Electric Bus,Bus,250.0,2024,CU01690
V01691,Kia,EV6,SUV,77.0,2023,CU01691
V01692,Mahindra,XUV400,SUV,39.0,2025,CU01692
V01693,Hero MotoCorp,Vida V1,Scooter,3.9,2022,CU01693
V01694,Ather,Rizta,Scooter,3.7,2023,CU01694
V01695,Hyundai,Ioniq 5,SUV,72.0,2023,CU01695
V01696,JBM,ECOLIFE Bus,Bus,300.0,2023,CU01696
V01697,Mahindra,XUV400,SUV,39.0,2023,CU01697
V01698,Bajaj,Chetak,Scooter,3.2,2025,CU01698
V01699,Hero MotoCorp,Vida V1,Scooter,3.9,2025,CU01699
V01700,JBM,ECOLIFE Bus,Bus,300.0,2024,CU01700
V01701,MG,Windsor EV,Car,38.0,2023,CU01701
V01702,PMI Electro,12m Electric Bus,Bus,250.0,2023,CU01702
V01703,Bajaj,Chetak,Scooter,3.2,2024,CU01703
V01704,Ola Electric,S1 Pro,Scooter,4.0,2022,CU01704
V01705,Ather,450X,Scooter,4.0,2025,CU01705
V01706,Hero MotoCorp,Vida V1,Scooter,3.9,2024,CU01706
V01707,Hyundai,Ioniq 5,SUV,72.0,2022,CU01707
V01708,Kia,EV9,SUV,99.0,2024,CU01708
V01709,Bajaj,Chetak,Scooter,3.2,2022,CU01709
V01710,Ather,450X,Scooter,4.0,2024,CU01710
V01711,BYD,Atto 3,SUV,60.0,2022,CU01711
V01712,Hyundai,Ioniq 5,SUV,72.0,2025,CU01712
V01713,TVS,iQube,Scooter,3.4,2023,CU01713
V01714,Mahindra,BE 6,SUV,59.0,2023,CU01714
V01715,PMI Electro,12m Electric Bus,Bus,250.0,2022,CU01715
V01716,TVS,iQube,Scooter,3.4,2023,CU01716
V01717,Olectra,City Bus,Bus,300.0,2025,CU01717
V01718,BYD,Atto 3,SUV,60.0,2024,CU01718
V01719,MG,Comet EV,Car,17.0,2022,CU01719
V01720,Ola Electric,S1 Air,Scooter,3.0,2024,CU01720
V01721,Kia,EV6,SUV,77.0,2023,CU01721
V01722,Bajaj,Chetak,Scooter,3.2,2023,CU01722
V01723,Bajaj,Chetak,Scooter,3.2,2023,CU01723
V01724,JBM,ECOLIFE Bus,Bus,300.0,2023,CU01724
V01725,TVS,iQube,Scooter,3.4,2024,CU01725
V01726,Kia,EV9,SUV,99.0,2024,CU01726
V01727,Kia,EV9,SUV,99.0,2025,CU01727
V01728,Olectra,City Bus,Bus,300.0,2024,CU01728
V01729,BYD,eMAX 7,MPV,71.0,2022,CU01729
V01730,Tata,Nexon EV,Car,40.0,2023,CU01730
V01731,BYD,Seal,Sedan,82.0,2025,CU01731
V01732,Bajaj,Chetak,Scooter,3.2,2025,CU01732
V01733,Hero MotoCorp,Vida V1,Scooter,3.9,2022,CU01733
V01734,Ola Electric,S1 Pro,Scooter,4.0,2022,CU01734
V01735,BYD,eMAX 7,MPV,71.0,2023,CU01735
V01736,BYD,eMAX 7,MPV,71.0,2023,CU01736
V01737,Ola Electric,S1 Pro,Scooter,4.0,2024,CU01737
V01738,Mahindra,XUV400,SUV,39.0,2022,CU01738
V01739,Ather,Rizta,Scooter,3.7,2024,CU01739
V01740,Olectra,City Bus,Bus,300.0,2022,CU01740
V01741,Ather,Rizta,Scooter,3.7,2024,CU01741
V01742,PMI Electro,12m Electric Bus,Bus,250.0,2023,CU01742
V01743,Hero MotoCorp,Vida V1,Scooter,3.9,2022,CU01743
V01744,PMI Electro,12m Electric Bus,Bus,250.0,2024,CU01744
V01745,Hero MotoCorp,Vida V1,Scooter,3.9,2023,CU01745
V01746,Ola Electric,S1 Pro,Scooter,4.0,2024,CU01746
V01747,Tata,Tiago EV,Car,24.0,2025,CU01747
V01748,MG,Comet EV,Car,17.0,2023,CU01748
V01749,Ather,Rizta,Scooter,3.7,2025,CU01749
V01750,Mahindra,BE 6,SUV,59.0,2025,CU01750
V01751,PMI Electro,12m Electric Bus,Bus,250.0,2022,CU01751
