Customer_ID,Gender,Age_Group,Customer_Type,Membership,Membership_Start_Date,Home_City,Vehicle_ID
CU01168,Female,36-45,New,Platinum,2024-10-15,Chennai,V01168
CU01169,Female,26-35,New,Gold,2023-06-05,Bengaluru,V01169
CU01170,Male,46-60,New,None,2025-02-25,Delhi,V01170
CU01171,Male,18-25,New,Silver,2023-06-19,Bengaluru,V01171
CU01172,Female,26-35,New,Gold,2024-03-18,Hyderabad,V01172
CU01173,Female,26-35,Regular,Silver,2024-01-23,Bengaluru,V01173
CU01174,Female,36-45,Regular,Platinum,2023-10-24,Lucknow,V01174
CU01175,Female,26-35,Regular,Gold,2025-07-15,Hyderabad,V01175
CU01176,Male,18-25,New,Silver,2024-02-05,Chennai,V01176
CU01177,Female,26-35,Regular,Gold,2024-01-14,Jaipur,V01177
CU01178,Female,26-35,Regular,Silver,2023-04-12,Mumbai,V01178
CU01179,Male,36-45,New,Platinum,2022-09-15,Bengaluru,V01179
CU01180,Female,26-35,Regular,Silver,2024-12-18,Chennai,V01180
CU01181,Female,26-35,New,Silver,2025-05-03,Bengaluru,V01181
CU01182,Male,18-25,New,Silver,2022-08-23,Mumbai,V01182
CU01183,Female,26-35,New,Platinum,2023-04-05,Hyderabad,V01183
CU01184,Female,18-25,Regular,Silver,2022-12-21,Ahmedabad,V01184
CU01185,Male,26-35,New,Silver,2022-11-09,Jaipur,V01185
CU01186,Female,36-45,Regular,Silver,2024-01-09,Bengaluru,V01186
CU01187,Female,36-45,New,Silver,2023-02-16,Kolkata,V01187
CU01188,Male,18-25,New,Silver,2022-04-01,Chennai,V01188
CU01189,Female,46-60,New,Silver,2024-03-04,Mumbai,V01189
CU01190,Female,46-60,New,Gold,2024-04-04,Pune,V01190
CU01191,Male,36-45,New,Silver,2024-06-17,Jaipur,V01191
CU01192,Female,46-60,Regular,Silver,2022-06-22,Hyderabad,V01192
CU01193,Male,46-60,New,Platinum,2023-08-28,Bengaluru,V01193
CU01194,Female,36-45,New,Silver,2023-04-14,Pune,V01194
CU01195,Female,18-25,New,None,2023-07-11,Delhi,V01195
CU01196,Female,46-60,Regular,Platinum,2023-10-20,Jaipur,V01196
CU01197,Male,18-25,New,Silver,2022-05-28,Delhi,V01197
CU01198,Female,18-25,Regular,Gold,2022-05-01,Chennai,V01198
CU01199,Female,46-60,Regular,Silver,2023-11-06,Bengaluru,V01199
CU01200,Male,26-35,Regular,Gold,2022-02-05,Pune,V01200
CU01201,Male,18-25,Regular,Gold,2022-07-28,Delhi,V01201
CU01202,Male,26-35,New,Silver,2025-05-10,Mumbai,V01202
CU01203,Male,18-25,New,None,2023-05-26,Lucknow,V01203
CU01204,Female,36-45,New,Silver,2025-01-18,Hyderabad,V01204
CU01205,Male,36-45,Regular,Silver,2023-02-17,Chennai,V01205
CU01206,Male,26-35,New,Silver,2023-09-01,Hyderabad,V01206
CU01207,Male,46-60,Regular,None,2024-12-08,Hyderabad,V01207
CU01208,Male,36-45,Regular,Platinum,2024-02-01,Hyderabad,V01208
CU01209,Female,46-60,Regular,Gold,2022-08-26,Lucknow,V01209
CU01210,Male,46-60,Regular,Silver,2022-09-13,Lucknow,V01210
CU01211,Female,26-35,Regular,Gold,2025-04-16,Bengaluru,V01211
CU01212,Female,26-35,Regular,Silver,2023-04-08,Hyderabad,V01212
CU01213,Male,18-25,Regular,Platinum,2025-06-20,Chennai,V01213
CU01214,Male,26-35,Regular,Platinum,2023-12-28,Bengaluru,V01214
CU01215,Male,46-60,New,Gold,2024-03-14,Bengaluru,V01215
CU01216,Female,46-60,New,Silver,2025-02-16,Kolkata,V01216
CU01217,Female,46-60,New,Gold,2023-12-05,Ahmedabad,V01217
CU01218,Male,26-35,New,None,2023-08-28,Jaipur,V01218
CU01219,Female,18-25,New,Gold,2024-08-24,Mumbai,V01219
CU01220,Male,46-60,Regular,None,2022-01-11,Delhi,V01220
CU01221,Male,46-60,New,Gold,2023-01-09,Mumbai,V01221
CU01222,Male,26-35,Regular,Silver,2024-04-06,Ahmedabad,V01222
CU01223,Female,18-25,New,Platinum,2024-08-15,Bengaluru,V01223
CU01224,Male,46-60,Regular,Platinum,2023-04-04,Kolkata,V01224
CU01225,Male,26-35,New,Platinum,2025-10-27,Jaipur,V01225
CU01226,Female,18-25,New,Silver,2025-04-13,Pune,V01226
CU01227,Male,26-35,New,None,2022-04-14,Lucknow,V01227
CU01228,Male,36-45,New,None,2022-09-23,Lucknow,V01228
CU01229,Female,36-45,New,Platinum,2024-10-01,Delhi,V01229
CU01230,Male,26-35,Regular,Platinum,2025-06-14,Delhi,V01230
CU01231,Male,18-25,New,None,2022-10-26,Hyderabad,V01231
CU01232,Male,36-45,Regular,Gold,2025-04-21,Chennai,V01232
CU01233,Female,36-45,New,Silver,2024-07-05,Pune,V01233
CU01234,Female,18-25,Regular,Silver,2023-05-27,Bengaluru,V01234
CU01235,Male,26-35,Regular,Platinum,2022-03-20,Pune,V01235
CU01236,Female,46-60,Regular,Silver,2022-03-12,Chennai,V01236
CU01237,Male,36-45,New,Gold,2023-09-08,Delhi,V01237
CU01238,Male,46-60,Regular,Platinum,2022-06-26,Jaipur,V01238
CU01239,Female,46-60,New,Silver,2022-11-18,Ahmedabad,V01239
CU01240,Male,18-25,Regular,Silver,2024-04-13,Ahmedabad,V01240
CU01241,Female,36-45,Regular,None,2023-08-10,Ahmedabad,V01241
CU01242,Female,46-60,Regular,None,2023-11-23,Kolkata,V01242
CU01243,Female,18-25,New,Gold,2025-09-24,Bengaluru,V01243
CU01244,Female,18-25,New,None,2025-01-06,Lucknow,V01244
CU01245,Male,36-45,Regular,Platinum,2024-02-25,Chennai,V01245
CU01246,Male,18-25,New,Silver,2023-07-08,Bengaluru,V01246
CU01247,Male,36-45,Regular,Silver,2025-03-23,Chennai,V01247
CU01248,Male,26-35,New,Gold,2022-02-25,Bengaluru,V01248
CU01249,Male,46-60,Regular,Platinum,2022-02-12,Ahmedabad,V01249
CU01250,Female,26-35,Regular,Gold,2023-04-11,Chennai,V01250
CU01251,Male,36-45,New,None,2025-11-16,Jaipur,V01251
CU01252,Female,18-25,Regular,Platinum,2023-07-23,Hyderabad,V01252
CU01253,Male,46-60,Regular,Silver,2023-10-10,Hyderabad,V01253
CU01254,Male,26-35,New,None,2024-06-19,Jaipur,V01254
CU01255,Female,36-45,Regular,Platinum,2022-09-18,Pune,V01255
CU01256,Male,46-60,Regular,Platinum,2025-09-19,Hyderabad,V01256
CU01257,Male,26-35,New,Silver,2022-05-26,Kolkata,V01257
CU01258,Male,46-60,New,Silver,2023-02-03,Ahmedabad,V01258
CU01259,Female,18-25,Regular,None,2022-01-23,Chennai,V01259
CU01260,Female,36-45,New,Platinum,2025-06-28,Delhi,V01260
CU01261,Male,26-35,New,Silver,2023-10-21,Pune,V01261
CU01262,Male,36-45,Regular,Platinum,2022-10-27,Ahmedabad,V01262
CU01263,Female,26-35,Regular,None,2023-12-17,Chennai,V01263
CU01264,Male,36-45,New,Platinum,2025-03-24,Bengaluru,V01264
CU01265,Male,18-25,New,Gold,2023-09-16,Pune,V01265
CU01266,Female,26-35,Regular,None,2024-10-10,Bengaluru,V01266
CU01267,Male,26-35,New,Platinum,2024-08-26,Bengaluru,V01267
CU01268,Female,26-35,New,Gold,2023-04-13,Hyderabad,V01268
CU01269,Female,46-60,New,None,2025-02-24,Mumbai,V01269
CU01270,Male,46-60,Regular,Platinum,2025-07-03,Ahmedabad,V01270
CU01271,Male,36-45,Regular,Gold,2022-05-15,Ahmedabad,V01271
CU01272,Male,36-45,Regular,Gold,2024-11-17,Jaipur,V01272
CU01273,Male,18-25,Regular,None,2022-03-06,Ahmedabad,V01273
CU01274,Male,36-45,Regular,Silver,2022-05-20,Mumbai,V01274
CU01275,Female,36-45,New,Gold,2022-09-16,Mumbai,V01275
CU01276,Male,26-35,New,Gold,2023-03-09,Kolkata,V01276
CU01277,Male,36-45,Regular,Platinum,2025-08-28,Delhi,V01277
CU01278,Male,18-25,Regular,Silver,2023-10-27,Kolkata,V01278
CU01279,Male,26-35,Regular,None,2025-08-16,Pune,V01279
CU01280,Female,36-45,Regular,None,2022-06-03,Jaipur,V01280
CU01281,Male,26-35,New,Silver,2023-02-09,Bengaluru,V01281
CU01282,Female,18-25,New,Platinum,2022-02-11,Jaipur,V01282
CU01283,Male,36-45,Regular,Gold,2025-04-17,Kolkata,V01283
CU01284,Female,18-25,New,Platinum,2022-04-13,Lucknow,V01284
CU01285,Female,26-35,Regular,None,2025-09-25,Bengaluru,V01285
CU01286,Male,18-25,New,None,2022-10-02,Jaipur,V01286
CU01287,Male,26-35,New,Platinum,2024-03-04,Delhi,V01287
CU01288,Male,18-25,Regular,Silver,2024-05-28,Kolkata,V01288
CU01289,Male,36-45,New,Gold,2024-09-15,Hyderabad,V01289
CU01290,Male,46-60,New,None,2022-10-24,Mumbai,V01290
CU01291,Male,36-45,New,Silver,2022-09-20,Delhi,V01291
CU01292,Female,36-45,New,Silver,2025-10-06,Chennai,V01292
CU01293,Male,26-35,Regular,Platinum,2024-06-08,Chennai,V01293
CU01294,Female,18-25,Regular,None,2022-05-12,Pune,V01294
CU01295,Female,46-60,Regular,Platinum,2023-06-23,Hyderabad,V01295
CU01296,Male,36-45,New,None,2023-01-28,Ahmedabad,V01296
CU01297,Male,46-60,Regular,Gold,2024-10-27,Lucknow,V01297
CU01298,Male,18-25,New,Gold,2023-12-14,Ahmedabad,V01298
CU01299,Female,46-60,New,Platinum,2023-06-01,Hyderabad,V01299
CU01300,Female,36-45,New,Silver,2022-08-10,Bengaluru,V01300
CU01301,Male,46-60,New,None,2023-04-23,Lucknow,V01301
CU01302,Male,46-60,Regular,Platinum,2022-07-18,Ahmedabad,V01302
CU01303,Female,26-35,New,Silver,2025-10-03,Bengaluru,V01303
CU01304,Female,18-25,New,Platinum,2023-03-08,Hyderabad,V01304
CU01305,Male,46-60,Regular,Gold,2022-04-10,Hyderabad,V01305
CU01306,Male,46-60,Regular,Silver,2023-07-18,Hyderabad,V01306
CU01307,Female,18-25,Regular,None,2023-06-25,Ahmedabad,V01307
CU01308,Female,46-60,New,None,2022-05-27,Kolkata,V01308
CU01309,Male,18-25,Regular,Silver,2023-10-06,Hyderabad,V01309
CU01310,Male,26-35,Regular,Silver,2022-03-04,Bengaluru,V01310
CU01311,Female,26-35,Regular,Platinum,2023-09-05,Chennai,V01311
CU01312,Male,46-60,New,Platinum,2023-07-10,Ahmedabad,V01312
CU01313,Male,36-45,New,Silver,2022-07-02,Kolkata,V01313
CU01314,Female,36-45,Regular,Silver,2022-08-14,Ahmedabad,V01314
CU01315,Female,26-35,New,None,2025-10-07,Ahmedabad,V01315
CU01316,Female,18-25,New,Silver,2024-12-23,Chennai,V01316
CU01317,Male,18-25,Regular,Platinum,2022-06-14,Bengaluru,V01317
CU01318,Male,26-35,Regular,None,2025-10-17,Kolkata,V01318
CU01319,Female,18-25,New,None,2023-12-18,Ahmedabad,V01319
CU01320,Female,26-35,Regular,None,2025-08-10,Ahmedabad,V01320
CU01321,Male,26-35,Regular,Silver,2023-12-04,Ahmedabad,V01321
CU01322,Female,26-35,New,Platinum,2024-09-11,Lucknow,V01322
CU01323,Male,26-35,New,Gold,2023-11-20,Pune,V01323
CU01324,Female,26-35,Regular,Silver,2024-12-05,Bengaluru,V01324
CU01325,Female,36-45,New,Silver,2022-02-09,Lucknow,V01325
CU01326,Female,46-60,Regular,Silver,2025-07-25,Mumbai,V01326
CU01327,Female,36-45,Regular,Gold,2025-03-02,Lucknow,V01327
CU01328,Female,26-35,Regular,Platinum,2024-06-01,Pune,V01328
CU01329,Male,18-25,Regular,Silver,2022-05-22,Mumbai,V01329
CU01330,Male,46-60,New,Gold,2023-02-04,Mumbai,V01330
CU01331,Female,46-60,Regular,Silver,2023-04-18,Delhi,V01331
CU01332,Female,36-45,New,Gold,2024-06-23,Hyderabad,V01332
CU01333,Female,18-25,New,None,2025-07-22,Delhi,V01333
CU01334,Female,18-25,Regular,Platinum,2024-11-28,Chennai,V01334
CU01335,Male,26-35,New,Silver,2025-08-02,Chennai,V01335
CU01336,Female,36-45,Regular,None,2025-05-27,Ahmedabad,V01336
CU01337,Female,36-45,Regular,Silver,2022-06-21,Hyderabad,V01337
CU01338,Male,26-35,Regular,None,2023-01-07,Lucknow,V01338
CU01339,Male,46-60,New,Gold,2024-01-05,Bengaluru,V01339
CU01340,Male,36-45,New,None,2023-02-26,Jaipur,V01340
CU01341,Male,46-60,New,Platinum,2022-01-09,Chennai,V01341
CU01342,Male,26-35,New,Gold,2023-11-28,Pune,V01342
CU01343,Female,36-45,New,Silver,2023-08-08,Kolkata,V01343
CU01344,Female,36-45,Regular,Gold,2023-09-21,Mumbai,V01344
CU01345,Male,18-25,New,Silver,2022-12-21,Bengaluru,V01345
CU01346,Female,26-35,Regular,None,2025-03-15,Bengaluru,V01346
CU01347,Male,36-45,New,Silver,2022-05-26,Delhi,V01347
CU01348,Female,46-60,New,None,2024-02-13,Bengaluru,V01348
CU01349,Female,46-60,New,Gold,2025-05-24,Jaipur,V01349
CU01350,Female,36-45,Regular,Gold,2023-01-15,Kolkata,V01350
CU01351,Male,26-35,New,None,2025-10-20,Hyderabad,V01351
CU01352,Male,36-45,New,Gold,2024-10-22,Kolkata,V01352
CU01353,Female,36-45,New,None,2025-11-08,Kolkata,V01353
CU01354,Male,26-35,New,Gold,2024-02-14,Chennai,V01354
CU01355,Female,46-60,New,None,2022-03-12,Jaipur,V01355
CU01356,Female,46-60,New,None,2022-09-14,Hyderabad,V01356
CU01357,Female,18-25,Regular,Gold,2024-02-19,Jaipur,V01357
CU01358,Male,18-25,New,Platinum,2023-12-01,Ahmedabad,V01358
CU01359,Female,36-45,New,Silver,2023-11-08,Delhi,V01359
CU01360,Male,46-60,New,Gold,2024-02-01,Jaipur,V01360
CU01361,Female,18-25,New,None,2022-02-15,Delhi,V01361
CU01362,Male,46-60,Regular,Gold,2023-05-27,Mumbai,V01362
CU01363,Male,18-25,New,Gold,2025-09-13,Delhi,V01363
CU01364,Female,46-60,New,Gold,2023-10-15,Pune,V01364
CU01365,Female,26-35,Regular,Platinum,2025-04-21,Lucknow,V01365
CU01366,Male,46-60,Regular,Gold,2024-07-27,Mumbai,V01366
CU01367,Male,18-25,New,None,2024-12-26,Hyderabad,V01367
CU01368,Male,26-35,Regular,Silver,2023-10-17,Hyderabad,V01368
CU01369,Female,36-45,Regular,None,2023-09-01,Lucknow,V01369
CU01370,Female,18-25,Regular,Gold,2025-12-09,Bengaluru,V01370
CU01371,Female,36-45,Regular,Gold,2025-01-17,Pune,V01371
CU01372,Female,46-60,New,Gold,2022-09-08,Delhi,V01372
CU01373,Female,36-45,New,Platinum,2025-07-19,Pune,V01373
CU01374,Male,36-45,Regular,None,2022-05-03,Jaipur,V01374
CU01375,Male,46-60,New,Gold,2023-05-18,Jaipur,V01375
CU01376,Male,18-25,New,Platinum,2024-11-23,Chennai,V01376
CU01377,Male,18-25,New,Platinum,2024-03-16,Chennai,V01377
CU01378,Female,46-60,Regular,Gold,2023-06-06,Chennai,V01378
CU01379,Female,18-25,Regular,None,2024-03-04,Hyderabad,V01379
CU01380,Female,18-25,New,Platinum,2024-09-18,Lucknow,V01380
CU01381,Female,46-60,New,Silver,2024-06-22,Ahmedabad,V01381
CU01382,Male,46-60,New,None,2022-05-06,Mumbai,V01382
CU01383,Male,46-60,New,Platinum,2025-09-23,Mumbai,V01383
CU01384,Male,26-35,New,None,2022-03-18,Jaipur,V01384
CU01385,Female,36-45,New,None,2023-12-28,Lucknow,V01385
CU01386,Female,18-25,Regular,None,2025-12-24,Delhi,V01386
CU01387,Male,18-25,New,Silver,2022-09-04,Chennai,V01387
CU01388,Male,26-35,Regular,None,2024-11-16,Ahmedabad,V01388
CU01389,Female,46-60,New,Platinum,2025-09-08,Lucknow,V01389
CU01390,Male,26-35,New,None,2025-06-06,Pune,V01390
CU01391,Female,26-35,Regular,None,2023-03-27,Ahmedabad,V01391
CU01392,Male,46-60,New,Silver,2024-12-16,Kolkata,V01392
CU01393,Female,46-60,Regular,Gold,2022-04-03,Pune,V01393
CU01394,Male,46-60,New,None,2023-10-23,Bengaluru,V01394
CU01395,Male,46-60,New,None,2024-02-26,Pune,V01395
CU01396,Female,36-45,New,None,2025-07-14,Ahmedabad,V01396
CU01397,Female,46-60,Regular,None,2023-04-20,Jaipur,V01397
CU01398,Male,36-45,New,None,2025-05-18,Jaipur,V01398
CU01399,Male,18-25,Regular,None,2024-08-17,Delhi,V01399
CU01400,Male,18-25,New,None,2024-02-14,Jaipur,V01400
CU01401,Male,26-35,New,Gold,2024-07-28,Ahmedabad,V01401
CU01402,Male,26-35,New,None,2025-11-10,Ahmedabad,V01402
CU01403,Female,36-45,New,Silver,2023-09-13,Bengaluru,V01403
CU01404,Female,18-25,Regular,Platinum,2024-03-09,Delhi,V01404
CU01405,Female,26-35,New,Platinum,2022-03-20,Bengaluru,V01405
CU01406,Male,36-45,New,None,2022-08-28,Delhi,V01406
CU01407,Female,36-45,New,Silver,2024-07-10,Lucknow,V01407
CU01408,Male,36-45,Regular,None,2024-07-10,Mumbai,V01408
CU01409,Male,46-60,Regular,Silver,2023-07-25,Ahmedabad,V01409
CU01410,Male,36-45,New,None,2024-02-15,Bengaluru,V01410
CU01411,Female,18-25,Regular,None,2025-08-14,Lucknow,V01411
CU01412,Female,18-25,Regular,None,2022-02-17,Kolkata,V01412
CU01413,Female,26-35,New,None,2022-09-07,Pune,V01413
CU01414,Male,26-35,Regular,Silver,2024-07-21,Ahmedabad,V01414
CU01415,Male,26-35,Regular,Platinum,2022-05-24,Kolkata,V01415
CU01416,Male,46-60,Regular,Platinum,2022-10-22,Chennai,V01416
CU01417,Female,36-45,New,Silver,2023-08-13,Delhi,V01417
CU01418,Male,36-45,Regular,Platinum,2023-04-19,Lucknow,V01418
CU01419,Male,26-35,Regular,Gold,2025-07-16,Mumbai,V01419
CU01420,Female,26-35,New,Gold,2025-11-14,Pune,V01420
CU01421,Female,46-60,Regular,Silver,2025-09-20,Mumbai,V01421
CU01422,Female,26-35,Regular,Silver,2022-09-16,Ahmedabad,V01422
CU01423,Female,46-60,Regular,None,2024-06-04,Chennai,V01423
CU01424,Male,46-60,New,Platinum,2025-03-12,Bengaluru,V01424
CU01425,Male,36-45,Regular,Platinum,2023-04-21,Pune,V01425
CU01426,Female,18-25,New,Gold,2025-02-27,Kolkata,V01426
CU01427,Female,46-60,Regular,Gold,2022-11-21,Hyderabad,V01427
CU01428,Male,18-25,Regular,Platinum,2022-01-08,Bengaluru,V01428
CU01429,Female,46-60,New,Platinum,2025-03-22,Chennai,V01429
CU01430,Female,46-60,New,Silver,2024-08-26,Hyderabad,V01430
CU01431,Female,18-25,Regular,Platinum,2022-07-14,Delhi,V01431
CU01432,Female,26-35,New,Silver,2023-12-23,Chennai,V01432
CU01433,Male,36-45,New,Gold,2024-09-06,Chennai,V01433
CU01434,Male,18-25,Regular,Silver,2024-03-07,Hyderabad,V01434
CU01435,Male,18-25,Regular,Gold,2022-10-17,Ahmedabad,V01435
CU01436,Female,18-25,Regular,Silver,2025-03-04,Delhi,V01436
CU01437,Male,36-45,New,Platinum,2025-10-10,Mumbai,V01437
CU01438,Female,18-25,New,Gold,2023-01-17,Bengaluru,V01438
CU01439,Female,18-25,Regular,Platinum,2024-04-10,Chennai,V01439
CU01440,Female,26-35,New,Silver,2023-10-14,Bengaluru,V01440
CU01441,Male,46-60,New,Platinum,2024-03-13,Pune,V01441
CU01442,Male,26-35,New,Gold,2024-12-16,Pune,V01442
CU01443,Female,18-25,Regular,Gold,2023-01-03,Hyderabad,V01443
CU01444,Female,26-35,New,Silver,2023-11-26,Bengaluru,V01444
CU01445,Female,26-35,New,None,2024-06-19,Pune,V01445
CU01446,Male,26-35,Regular,Silver,2024-07-24,Bengaluru,V01446
CU01447,Female,36-45,Regular,None,2022-09-02,Kolkata,V01447
CU01448,Female,46-60,Regular,Gold,2025-03-28,Jaipur,V01448
CU01449,Male,36-45,Regular,Platinum,2022-01-01,Pune,V01449
CU01450,Female,26-35,New,Platinum,2023-09-03,Kolkata,V01450
CU01451,Female,26-35,Regular,Gold,2023-12-09,Kolkata,V01451
CU01452,Male,36-45,New,Gold,2022-03-05,Mumbai,V01452
CU01453,Male,26-35,Regular,Gold,2025-05-19,Ahmedabad,V01453
CU01454,Male,26-35,Regular,Gold,2024-09-17,Mumbai,V01454
CU01455,Male,18-25,New,Gold,2024-09-12,Lucknow,V01455
CU01456,Male,26-35,Regular,Platinum,2023-05-02,Pune,V01456
CU01457,Male,18-25,New,Silver,2023-05-27,Lucknow,V01457
CU01458,Female,26-35,New,Silver,2022-06-22,Kolkata,V01458
CU01459,Female,26-35,New,Silver,2024-12-20,Bengaluru,V01459
CU01460,Male,36-45,New,None,2023-09-20,Chennai,V01460
CU01461,Female,46-60,New,Silver,2025-07-12,Chennai,V01461
CU01462,Female,18-25,New,Silver,2023-02-10,Lucknow,V01462
CU01463,Male,36-45,Regular,None,2024-12-06,Pune,V01463
CU01464,Female,18-25,Regular,Silver,2024-01-21,Lucknow,V01464
CU01465,Female,46-60,Regular,Silver,2022-09-19,Ahmedabad,V01465
CU01466,Female,36-45,New,None,2024-06-15,Pune,V01466
CU01467,Female,18-25,New,Gold,2024-07-06,Hyderabad,V01467
CU01468,Male,36-45,New,Platinum,2025-03-15,Jaipur,V01468
CU01469,Female,36-45,Regular,None,2023-01-14,Mumbai,V01469
CU01470,Female,36-45,New,Silver,2023-01-15,Mumbai,V01470
CU01471,Female,18-25,Regular,Gold,2024-11-11,Chennai,V01471
CU01472,Female,18-25,Regular,Gold,2022-03-20,Ahmedabad,V01472
CU01473,Male,36-45,Regular,Silver,2022-06-03,Bengaluru,V01473
CU01474,Male,18-25,Regular,Gold,2023-06-11,Mumbai,V01474
CU01475,Female,18-25,Regular,Gold,2022-02-08,Mumbai,V01475
CU01476,Female,26-35,New,None,2022-02-25,Ahmedabad,V01476
CU01477,Male,46-60,Regular,Gold,2022-09-22,Delhi,V01477
CU01478,Female,36-45,Regular,None,2024-05-21,Jaipur,V01478
CU01479,Male,18-25,New,Platinum,2022-01-07,Lucknow,V01479
CU01480,Female,18-25,Regular,Gold,2024-03-05,Bengaluru,V01480
CU01481,Male,26-35,Regular,Silver,2023-07-14,Pune,V01481
CU01482,Male,18-25,New,Platinum,2022-01-09,Pune,V01482
CU01483,Male,18-25,New,Silver,2022-08-13,Delhi,V01483
CU01484,Male,18-25,Regular,Silver,2023-09-22,Mumbai,V01484
CU01485,Female,18-25,Regular,None,2025-01-09,Hyderabad,V01485
CU01486,Female,26-35,New,Gold,2023-10-05,Hyderabad,V01486
CU01487,Female,46-60,Regular,None,2023-10-11,Lucknow,V01487
CU01488,Male,36-45,Regular,Gold,2022-03-13,Hyderabad,V01488
CU01489,Male,18-25,Regular,Silver,2025-04-02,Bengaluru,V01489
CU01490,Male,46-60,New,Gold,2023-01-07,Pune,V01490
CU01491,Male,26-35,Regular,None,2025-03-06,Chennai,V01491
CU01492,Male,46-60,Regular,Silver,2023-05-26,Chennai,V01492
CU01493,Male,46-60,New,Gold,2022-10-25,Jaipur,V01493
CU01494,Male,46-60,New,Platinum,2025-11-23,Lucknow,V01494
CU01495,Male,26-35,New,Platinum,2022-11-02,Jaipur,V01495
CU01496,Male,18-25,New,None,2024-09-04,Lucknow,V01496
CU01497,Female,36-45,Regular,Gold,2022-03-25,Pune,V01497
CU01498,Male,26-35,New,Platinum,2023-12-13,Jaipur,V01498
CU01499,Male,18-25,New,Platinum,2025-08-28,Bengaluru,V01499
CU01500,Male,18-25,New,Gold,2025-02-11,Jaipur,V01500
CU01501,Female,26-35,New,Gold,2023-12-20,Lucknow,V01501
CU01502,Male,46-60,New,Platinum,2025-01-19,Mumbai,V01502
CU01503,Male,46-60,Regular,None,2023-04-13,Kolkata,V01503
CU01504,Female,36-45,Regular,Platinum,2023-09-20,Delhi,V01504
CU01505,Male,26-35,Regular,Silver,2024-12-08,Pune,V01505
CU01506,Male,18-25,Regular,None,2023-03-14,Lucknow,V01506
CU01507,Male,18-25,New,Silver,2024-12-12,Kolkata,V01507
CU01508,Female,18-25,Regular,None,2025-12-11,Bengaluru,V01508
CU01509,Male,46-60,Regular,Platinum,2022-05-21,Kolkata,V01509
CU01510,Female,18-25,Regular,Silver,2023-11-23,Jaipur,V01510
CU01511,Male,46-60,Regular,Platinum,2022-04-02,Lucknow,V01511
CU01512,Male,26-35,Regular,Silver,2022-01-12,Chennai,V01512
CU01513,Male,18-25,New,None,2024-10-01,Hyderabad,V01513
CU01514,Female,46-60,Regular,Gold,2022-10-20,Lucknow,V01514
CU01515,Male,26-35,New,Platinum,2024-10-23,Chennai,V01515
CU01516,Female,46-60,New,Gold,2022-01-24,Kolkata,V01516
CU01517,Male,26-35,New,Platinum,2024-02-07,Chennai,V01517
CU01518,Female,26-35,Regular,Platinum,2022-09-22,Kolkata,V01518
CU01519,Male,26-35,New,Gold,2023-04-12,Pune,V01519
CU01520,Male,36-45,New,Platinum,2023-08-16,Hyderabad,V01520
CU01521,Male,36-45,Regular,Silver,2025-08-18,Hyderabad,V01521
CU01522,Male,26-35,Regular,Silver,2025-09-02,Jaipur,V01522
CU01523,Male,18-25,New,None,2025-09-17,Delhi,V01523
CU01524,Female,46-60,Regular,Gold,2023-01-02,Hyderabad,V01524
CU01525,Male,26-35,New,Platinum,2023-10-07,Delhi,V01525
CU01526,Female,46-60,Regular,Gold,2022-04-13,Pune,V01526
CU01527,Female,18-25,Regular,Platinum,2024-09-27,Ahmedabad,V01527
CU01528,Male,36-45,Regular,None,2022-06-09,Lucknow,V01528
CU01529,Female,36-45,New,Silver,2024-12-27,Jaipur,V01529
CU01530,Female,36-45,New,Gold,2024-07-09,Lucknow,V01530
CU01531,Male,26-35,New,Gold,2023-09-10,Kolkata,V01531
CU01532,Male,36-45,Regular,Gold,2025-08-04,Pune,V01532
CU01533,Male,18-25,Regular,Platinum,2025-07-16,Lucknow,V01533
CU01534,Female,18-25,New,Platinum,2025-09-04,Kolkata,V01534
CU01535,Female,36-45,Regular,Silver,2024-03-25,Kolkata,V01535
CU01536,Female,36-45,New,None,2025-04-08,Jaipur,V01536
CU01537,Male,36-45,Regular,Silver,2024-08-06,Hyderabad,V01537
CU01538,Female,46-60,Regular,Silver,2022-03-17,Hyderabad,V01538
CU01539,Female,18-25,New,None,2025-01-17,Lucknow,V01539
CU01540,Male,46-60,New,None,2024-03-16,Pune,V01540
CU01541,Female,46-60,Regular,Platinum,2022-08-14,Mumbai,V01541
CU01542,Male,46-60,New,None,2025-01-18,Jaipur,V01542
CU01543,Male,18-25,Regular,Platinum,2023-06-06,Jaipur,V01543
CU01544,Male,18-25,New,Silver,2024-05-10,Ahmedabad,V01544
CU01545,Female,18-25,Regular,Gold,2025-03-07,Ahmedabad,V01545
CU01546,Female,36-45,New,Silver,2022-03-28,Ahmedabad,V01546
CU01547,Male,26-35,Regular,None,2025-02-22,Ahmedabad,V01547
CU01548,Female,36-45,New,None,2023-04-01,Hyderabad,V01548
CU01549,Female,46-60,Regular,Gold,2023-07-14,Hyderabad,V01549
CU01550,Male,36-45,New,Platinum,2023-12-06,Jaipur,V01550
CU01551,Female,26-35,New,Silver,2024-08-22,Ahmedabad,V01551
CU01552,Male,26-35,New,Platinum,2022-04-07,Chennai,V01552
CU01553,Female,26-35,Regular,Silver,2024-08-22,Ahmedabad,V01553
CU01554,Female,46-60,Regular,None,2025-05-20,Delhi,V01554
CU01555,Female,36-45,New,None,2022-04-20,Bengaluru,V01555
CU01556,Male,46-60,Regular,Gold,2025-05-04,Chennai,V01556
CU01557,Female,36-45,New,Gold,2023-07-11,Chennai,V01557
